Symbol,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
TCS,2022-05-06 00:00:00-04:00,7.809999942779541,7.880000114440918,7.460000038146973,7.789999961853027,279200,0.0,0.0
TCS,2022-05-09 00:00:00-04:00,7.699999809265137,7.929999828338623,7.519999980926514,7.570000171661377,431100,0.0,0.0
TCS,2022-05-10 00:00:00-04:00,7.590000152587891,7.650000095367432,7.260000228881836,7.309999942779541,470100,0.0,0.0
TCS,2022-05-11 00:00:00-04:00,7.320000171661377,7.409999847412109,6.789999961853027,6.829999923706055,377100,0.0,0.0
TCS,2022-05-12 00:00:00-04:00,6.78000020980835,7.059999942779541,6.699999809265137,7.019999980926514,439600,0.0,0.0
TCS,2022-05-13 00:00:00-04:00,7.199999809265137,7.420000076293945,7.110000133514404,7.380000114440918,541600,0.0,0.0
TCS,2022-05-16 00:00:00-04:00,7.289999961853027,7.489999771118164,7.170000076293945,7.320000171661377,724500,0.0,0.0
TCS,2022-05-17 00:00:00-04:00,7.429999828338623,7.599999904632568,7.130000114440918,7.210000038146973,1960400,0.0,0.0
TCS,2022-05-18 00:00:00-04:00,7.880000114440918,8.109999656677246,7.519999980926514,7.71999979019165,1797400,0.0,0.0
TCS,2022-05-19 00:00:00-04:00,7.519999980926514,8.09000015258789,7.519999980926514,7.889999866485596,881900,0.0,0.0
TCS,2022-05-20 00:00:00-04:00,8.0,8.029999732971191,7.570000171661377,7.900000095367432,661600,0.0,0.0
TCS,2022-05-23 00:00:00-04:00,7.900000095367432,8.0600004196167,7.079999923706055,7.159999847412109,764100,0.0,0.0
TCS,2022-05-24 00:00:00-04:00,7.0,7.059999942779541,6.75,6.789999961853027,499200,0.0,0.0
TCS,2022-05-25 00:00:00-04:00,6.75,7.25,6.75,7.130000114440918,881500,0.0,0.0
TCS,2022-05-26 00:00:00-04:00,7.289999961853027,7.650000095367432,7.260000228881836,7.489999771118164,1062800,0.0,0.0
TCS,2022-05-27 00:00:00-04:00,7.559999942779541,7.71999979019165,7.440000057220459,7.5,472100,0.0,0.0
TCS,2022-05-31 00:00:00-04:00,7.639999866485596,7.989999771118164,7.599999904632568,7.699999809265137,565200,0.0,0.0
TCS,2022-06-01 00:00:00-04:00,7.690000057220459,7.869999885559082,7.519999980926514,7.559999942779541,517000,0.0,0.0
TCS,2022-06-02 00:00:00-04:00,7.570000171661377,7.909999847412109,7.559999942779541,7.860000133514404,379200,0.0,0.0
TCS,2022-06-03 00:00:00-04:00,7.730000019073486,7.75,7.590000152587891,7.739999771118164,411000,0.0,0.0
TCS,2022-06-06 00:00:00-04:00,7.78000020980835,7.78000020980835,7.5,7.699999809265137,447800,0.0,0.0
TCS,2022-06-07 00:00:00-04:00,7.510000228881836,7.630000114440918,7.289999961853027,7.599999904632568,673500,0.0,0.0
TCS,2022-06-08 00:00:00-04:00,7.659999847412109,7.900000095367432,7.599999904632568,7.739999771118164,353000,0.0,0.0
TCS,2022-06-09 00:00:00-04:00,7.650000095367432,7.690000057220459,7.320000171661377,7.449999809265137,436400,0.0,0.0
TCS,2022-06-10 00:00:00-04:00,7.400000095367432,7.480000019073486,7.260000228881836,7.409999847412109,400400,0.0,0.0
TCS,2022-06-13 00:00:00-04:00,7.170000076293945,7.309999942779541,6.889999866485596,7.190000057220459,642100,0.0,0.0
TCS,2022-06-14 00:00:00-04:00,7.199999809265137,7.260000228881836,7.0,7.190000057220459,440400,0.0,0.0
TCS,2022-06-15 00:00:00-04:00,7.28000020980835,7.380000114440918,7.179999828338623,7.269999980926514,411500,0.0,0.0
TCS,2022-06-16 00:00:00-04:00,7.210000038146973,7.210000038146973,6.699999809265137,6.769999980926514,383500,0.0,0.0
TCS,2022-06-17 00:00:00-04:00,6.909999847412109,7.090000152587891,6.820000171661377,7.050000190734863,802900,0.0,0.0
TCS,2022-06-21 00:00:00-04:00,7.139999866485596,7.349999904632568,7.050000190734863,7.079999923706055,538900,0.0,0.0
TCS,2022-06-22 00:00:00-04:00,6.980000019073486,7.139999866485596,6.980000019073486,7.059999942779541,263900,0.0,0.0
TCS,2022-06-23 00:00:00-04:00,7.039999961853027,7.269999980926514,7.019999980926514,7.190000057220459,508700,0.0,0.0
TCS,2022-06-24 00:00:00-04:00,7.260000228881836,7.650000095367432,7.170000076293945,7.460000038146973,640500,0.0,0.0
TCS,2022-06-27 00:00:00-04:00,7.389999866485596,7.5,7.230000019073486,7.25,259000,0.0,0.0
TCS,2022-06-28 00:00:00-04:00,7.239999771118164,7.380000114440918,7.110000133514404,7.190000057220459,274500,0.0,0.0
TCS,2022-06-29 00:00:00-04:00,7.139999866485596,7.139999866485596,6.710000038146973,6.75,763400,0.0,0.0
TCS,2022-06-30 00:00:00-04:00,6.619999885559082,6.650000095367432,6.190000057220459,6.230000019073486,1017700,0.0,0.0
TCS,2022-07-01 00:00:00-04:00,6.25,6.670000076293945,6.190000057220459,6.579999923706055,514600,0.0,0.0
TCS,2022-07-05 00:00:00-04:00,6.389999866485596,6.699999809265137,6.260000228881836,6.670000076293945,289600,0.0,0.0
TCS,2022-07-06 00:00:00-04:00,6.699999809265137,6.760000228881836,6.480000019073486,6.570000171661377,245000,0.0,0.0
TCS,2022-07-07 00:00:00-04:00,6.659999847412109,6.880000114440918,6.630000114440918,6.800000190734863,260700,0.0,0.0
TCS,2022-07-08 00:00:00-04:00,6.739999771118164,6.940000057220459,6.71999979019165,6.800000190734863,225300,0.0,0.0
TCS,2022-07-11 00:00:00-04:00,6.800000190734863,6.880000114440918,6.590000152587891,6.630000114440918,158800,0.0,0.0
TCS,2022-07-12 00:00:00-04:00,6.590000152587891,6.760000228881836,6.489999771118164,6.519999980926514,274400,0.0,0.0
TCS,2022-07-13 00:00:00-04:00,6.409999847412109,6.630000114440918,6.369999885559082,6.539999961853027,200000,0.0,0.0
TCS,2022-07-14 00:00:00-04:00,6.489999771118164,6.5,6.329999923706055,6.449999809265137,193900,0.0,0.0
TCS,2022-07-15 00:00:00-04:00,6.630000114440918,6.710000038146973,6.510000228881836,6.699999809265137,271700,0.0,0.0
TCS,2022-07-18 00:00:00-04:00,6.739999771118164,6.989999771118164,6.739999771118164,6.769999980926514,330900,0.0,0.0
TCS,2022-07-19 00:00:00-04:00,6.840000152587891,6.989999771118164,6.840000152587891,6.980000019073486,331800,0.0,0.0
TCS,2022-07-20 00:00:00-04:00,6.989999771118164,7.170000076293945,6.949999809265137,7.150000095367432,444600,0.0,0.0
TCS,2022-07-21 00:00:00-04:00,7.179999828338623,7.320000171661377,7.0,7.309999942779541,267300,0.0,0.0
TCS,2022-07-22 00:00:00-04:00,7.369999885559082,7.5,7.170000076293945,7.320000171661377,341700,0.0,0.0
TCS,2022-07-25 00:00:00-04:00,7.360000133514404,7.409999847412109,7.139999866485596,7.369999885559082,510400,0.0,0.0
TCS,2022-07-26 00:00:00-04:00,7.25,7.25,6.869999885559082,7.050000190734863,506900,0.0,0.0
TCS,2022-07-27 00:00:00-04:00,7.170000076293945,7.369999885559082,7.0,7.300000190734863,376900,0.0,0.0
TCS,2022-07-28 00:00:00-04:00,7.340000152587891,7.5,7.139999866485596,7.5,273600,0.0,0.0
TCS,2022-07-29 00:00:00-04:00,7.5,7.590000152587891,7.289999961853027,7.460000038146973,362400,0.0,0.0
TCS,2022-08-01 00:00:00-04:00,7.380000114440918,7.849999904632568,7.300000190734863,7.75,565400,0.0,0.0
