Symbol,index,uuid,title,publisher,link,providerPublishTime,type,thumbnail,relatedTickers
NFLX,0,3a8a8ac3-4667-335b-91ce-7db54c397ece,Canada’s Contentious Streaming Legislation Receives Final Approval,The Wall Street Journal,https://finance.yahoo.com/m/3a8a8ac3-4667-335b-91ce-7db54c397ece/canada%E2%80%99s-contentious.html,1682635020,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/3hcpS4ZTZgO4mC0CVc3fKQ--~B/aD02NDA7dz0xMjgwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/wsj.com/3807562e22cf55274318405fbc933b94', 'width': 1280, 'height': 640, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/xNn6AubIrRv5nkUBfrNMHg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/wsj.com/3807562e22cf55274318405fbc933b94', 'width': 140, 'height': 140, 'tag': '140x140'}]}","['NFLX', 'GOOG', 'GOOGL', 'DIS']"
NFLX,1,1fd28707-4c4f-3bf7-ad98-3e0ca75deb2c,Netflix Subscribers Are Furious About Company's Latest Post,TheStreet.com,https://finance.yahoo.com/m/1fd28707-4c4f-3bf7-ad98-3e0ca75deb2c/netflix-subscribers-are.html,1682627580,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/L9yoFGNXtJfNOCvsnQ6nrg--~B/aD0xMDgwO3c9MTkyMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/thestreet.com/23675f21c64090eac7bff0ceda5a7f3a', 'width': 1920, 'height': 1080, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/qLK1xF.fLnJ0ZCZvwa3bnw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/thestreet.com/23675f21c64090eac7bff0ceda5a7f3a', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['NFLX']
NFLX,2,ec039de1-205f-3db4-886e-0f5250020ea8,"UPDATE 1-Netflix boosts Asian leads, lags in Latino roles - report",Reuters,https://finance.yahoo.com/news/1-netflix-boosts-asian-leads-201817270.html,1682626697,STORY,,['NFLX']
NFLX,3,0a61b7ed-dd13-3165-826e-d325411e7339,Roku Adds More Active Users Than Expected In First Quarter,Investor's Business Daily,https://finance.yahoo.com/m/0a61b7ed-dd13-3165-826e-d325411e7339/roku-adds-more-active-users.html,1682625728,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/dgap8btzKz3kdDjvfBznoA--~B/aD01NjM7dz0xMDAwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/ibd.com/373021b78a90b65a81f0d6a24a81d2fa', 'width': 1000, 'height': 563, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/mSnKG6NpNPL55m8dBx8bVQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/ibd.com/373021b78a90b65a81f0d6a24a81d2fa', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['NFLX']
NFLX,4,a4efb83d-99e4-4af5-8898-39b460f4711f,Netflix loses 1 million users in Spain amid password sharing crackdown: Kantar data,Yahoo Finance,https://finance.yahoo.com/news/netflix-loses-1-million-users-in-spain-amid-password-sharing-crackdown-kantar-data-180935750.html,1682618975,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/5O7SJenPcP48RLPF7wgwPw--~B/aD00MDE2O3c9NjAxNjthcHBpZD15dGFjaHlvbg--/https://s.yimg.com/os/creatr-images/2019-10/1ce28ae0-eb5f-11e9-97bd-b29ac30a725a', 'width': 6016, 'height': 4016, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/6.cvsptCoAu9lvw6uIrgig--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://s.yimg.com/os/creatr-images/2019-10/1ce28ae0-eb5f-11e9-97bd-b29ac30a725a', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['NFLX']
NFLX,5,a858fdb0-f1b3-3cf0-a91a-3aa065ccd053,Indian Business Tycoon Owned Streaming Platform Taps Warner Bros For HBO Content,Benzinga,https://finance.yahoo.com/news/indian-business-tycoon-owned-streaming-161209073.html,1682611929,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/6gLdaWfxFX6HOsaUpNfKOQ--~B/aD00MTY7dz03NDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/Benzinga/77c67847af6a96caa0c2bbf96fbb34c4', 'width': 740, 'height': 416, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/E1.E2cSO2xpDki3by_l.9A--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/Benzinga/77c67847af6a96caa0c2bbf96fbb34c4', 'width': 140, 'height': 140, 'tag': '140x140'}]}","['RELIANCE.NS', 'NFLX']"
NFLX,6,414dc711-f781-358c-8d18-76111744a0a3,"Netflix boosts Asian leads, lags in Latino roles - report",Reuters,https://finance.yahoo.com/news/netflix-boosts-asian-leads-lags-151835083.html,1682608715,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/.F0Mh8vzbqWb88jEhMhBgA--~B/aD01MjU7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters-finance.com/7e8444a5d62864950c4c397f4c7418fa', 'width': 800, 'height': 525, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/4npEyAuV.V.liI873.uPLw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/reuters-finance.com/7e8444a5d62864950c4c397f4c7418fa', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['NFLX']
NFLX,7,d73af834-c4b5-3d64-9513-27cc8ee0a74f,Netflix Study Shows Streamer Making Progress in Diversifying Casts,The Wall Street Journal,https://finance.yahoo.com/m/d73af834-c4b5-3d64-9513-27cc8ee0a74f/netflix-study-shows-streamer.html,1682607600,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/F4UFvRj01fJewyKpvSYJmg--~B/aD02NDA7dz0xMjgwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/wsj.com/7e13d85965d1ea97b025d6265214feb5', 'width': 1280, 'height': 640, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/aro5bLiixqNe.RVhP6Wxhg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/wsj.com/7e13d85965d1ea97b025d6265214feb5', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['NFLX']
