Symbol,index,uuid,title,publisher,link,providerPublishTime,type,thumbnail,relatedTickers
SONY,0,ed1cb63b-26a8-3e87-853c-b413b48c25c0,Sony shares tumble on weaker-than-expected annual outlook,Reuters,https://finance.yahoo.com/news/sony-shares-tumble-weaker-expected-044558810.html,1682916358,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/Kz2UX9Miy9.rmhSMBRESGw--~B/aD01NTI7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters-finance.com/56b7046196fd482208a8314efd2d554f', 'width': 800, 'height': 552, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/KBbTdLJfBTyEifQ3fBUC5w--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/reuters-finance.com/56b7046196fd482208a8314efd2d554f', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['SONY']
SONY,1,741ff013-3a2d-331e-84fa-6890ad961533,Concerns Over PlayStation Clouds Sony's Prospects Despite Record Sale In Q4,Benzinga,https://finance.yahoo.com/news/concerns-over-playstation-clouds-sonys-142645191.html,1682692005,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/d7GftilQ8ZfRI24jYcHgxw--~B/aD02NzU7dz0xMjAwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/Benzinga/a89e317851071a6993adaf93e1feb6c1', 'width': 1200, 'height': 675, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/8jxSiXwM0K5VLaEamojZxA--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/Benzinga/a89e317851071a6993adaf93e1feb6c1', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['SONY']
SONY,2,5a838246-4831-3ed4-a544-8679dad665a2,UPDATE 4-Sony expects profit to slip despite record PlayStation 5 sales,Reuters,https://finance.yahoo.com/news/4-sony-expects-profit-slip-110855744.html,1682680135,STORY,,['SONY']
SONY,3,aab3efd9-8034-3ec7-9acb-9ce3a1793908,Sony Casts Doubt on PlayStation Momentum With Cagey Outlook,Bloomberg,https://finance.yahoo.com/news/sony-casts-doubt-ps5-momentum-060346488.html,1682669890,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/BYzX76fRPydbbOmq6AzlOA--~B/aD0xMzM0O3c9MjAwMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/bloomberg_technology_68/6f63b63219a1c508fcf4771a7e396fea', 'width': 2000, 'height': 1334, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/bYCjE7r4.dzrW49UIzLYeA--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/bloomberg_technology_68/6f63b63219a1c508fcf4771a7e396fea', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['SONY']
SONY,4,082531fc-354a-3d3e-87e3-0e526343a9d3,CORRECTED-UPDATE 3-Sony expects profit to slip despite record PlayStation 5 sales,Reuters,https://finance.yahoo.com/news/1-sony-posts-record-annual-062048695.html,1682662848,STORY,,['SONY']
SONY,5,a68af196-6762-31dd-81cd-38271c9acd0a,Sony CEO Rips Netflix Its for Inability to Create Movie Stars,TheStreet.com,https://finance.yahoo.com/m/a68af196-6762-31dd-81cd-38271c9acd0a/sony-ceo-rips-netflix-its-for.html,1682625540,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/CGywnmez.1spyrJCcZyHQg--~B/aD0xMDgwO3c9MTkyMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/thestreet.com/ef4add2b5f1e88ff7b7b045706609cc1', 'width': 1920, 'height': 1080, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/uNSqhHsgpApyXrTHHJvNGA--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/thestreet.com/ef4add2b5f1e88ff7b7b045706609cc1', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['SONY']
SONY,6,28de0376-4df5-323c-958c-f82b43ca6f6b,Microsoft’s Activision Loss Is Sony’s Gain,The Wall Street Journal,https://finance.yahoo.com/m/28de0376-4df5-323c-958c-f82b43ca6f6b/microsoft%E2%80%99s-activision-loss.html,1682586600,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/.XjWDcvz3dsrTmwW064ffg--~B/aD02NDA7dz0xMjgwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/wsj.com/9c974896a25f03a766f8ee9009db18ed', 'width': 1280, 'height': 640, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/sqdhF6INobLcRK5iTKQJsw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/wsj.com/9c974896a25f03a766f8ee9009db18ed', 'width': 140, 'height': 140, 'tag': '140x140'}]}","['MSFT', 'ATVI', 'SNEJF', 'SONY']"
SONY,7,6715e2db-b0f7-3550-b7cc-81ac1b175913,Can Videogame Makers Overcome the Lean Patch in Sales?,Zacks,https://finance.yahoo.com/news/videogame-makers-overcome-lean-patch-123212107.html,1682512332,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/B96SVPQPrHKpY03y7BP1JQ--~B/aD00MDA7dz02MzU7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/286b5ffeac565a8beaab7b8c00330d24', 'width': 635, 'height': 400, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/cHYuivCWbKAYfjmJTexEhg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/zacks.com/286b5ffeac565a8beaab7b8c00330d24', 'width': 140, 'height': 140, 'tag': '140x140'}]}","['MSFT', 'SONY']"
