Symbol,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
HIG,2022-04-29 00:00:00-04:00,68.6955406554646,71.0424360632111,67.69811402397413,68.38262176513672,3152800,0.0,0.0
HIG,2022-05-02 00:00:00-04:00,69.05735650480877,69.2431472008845,67.12116573190343,68.54885864257812,2786200,0.0,0.0
HIG,2022-05-03 00:00:00-04:00,69.08669278113186,70.33836837229394,68.37284258211675,69.10624694824219,2834000,0.0,0.0
HIG,2022-05-04 00:00:00-04:00,69.37028247030153,71.78562891074873,69.11603351326087,71.63894653320312,2090500,0.0,0.0
HIG,2022-05-05 00:00:00-04:00,70.8762043719158,71.67805954939229,69.71253367194583,70.4166030883789,1645600,0.0,0.0
HIG,2022-05-06 00:00:00-04:00,70.3677066658407,70.93487452621541,69.644083079493,70.51438903808594,1583400,0.0,0.0
HIG,2022-05-09 00:00:00-04:00,69.98634179930261,70.53394806882382,68.95957258337445,69.23338317871094,2209100,0.0,0.0
HIG,2022-05-10 00:00:00-04:00,69.61474328705327,70.33836682340142,67.73722248107924,68.47062683105469,1874900,0.0,0.0
HIG,2022-05-11 00:00:00-04:00,68.55863886912267,69.91788099369252,68.19682337257915,68.25550079345703,1447100,0.0,0.0
HIG,2022-05-12 00:00:00-04:00,68.31417674091021,68.91067959151918,66.83758710574901,67.57099151611328,2233100,0.0,0.0
HIG,2022-05-13 00:00:00-04:00,67.9914781047064,68.66621256049122,67.41453687367202,68.01103973388672,2220800,0.0,0.0
HIG,2022-05-16 00:00:00-04:00,68.18704875179395,68.91067227085205,67.55143017155423,67.72744750976562,1603600,0.0,0.0
HIG,2022-05-17 00:00:00-04:00,68.56842990092476,69.4094009399414,68.35329673365409,69.4094009399414,1834900,0.0,0.0
HIG,2022-05-18 00:00:00-04:00,68.94979470169689,69.38005354496576,67.03316542364354,67.23851776123047,2262300,0.0,0.0
HIG,2022-05-19 00:00:00-04:00,66.50511041187897,67.5220987009994,65.48812212275855,65.94772338867188,2742900,0.0,0.0
HIG,2022-05-20 00:00:00-04:00,66.1921899880131,66.7397961847088,64.13865182925446,65.31210327148438,4071000,0.0,0.0
HIG,2022-05-23 00:00:00-04:00,66.54422876184645,67.64922203678447,65.80104354884438,67.11138916015625,2031800,0.0,0.0
HIG,2022-05-24 00:00:00-04:00,67.33630382916448,67.59055277900859,65.84993338761859,67.42430877685547,2276100,0.0,0.0
HIG,2022-05-25 00:00:00-04:00,67.33629830554815,68.8617769583265,66.98426362251087,68.30438995361328,1948800,0.0,0.0
HIG,2022-05-26 00:00:00-04:00,69.2333751875496,69.4582816820395,68.71509650163043,69.13558197021484,2619400,0.0,0.0
HIG,2022-05-27 00:00:00-04:00,69.17470217701447,71.1304472792473,68.84222909071111,71.0913314819336,1999200,0.0,0.0
HIG,2022-05-31 00:00:00-04:00,70.63419976675087,71.77457460515963,70.29012373802232,71.28303527832031,3083900,0.385,0.0
HIG,2022-06-01 00:00:00-04:00,71.4501565185036,71.47964767793022,69.31687764997054,70.07384490966797,2190100,0.0,0.0
HIG,2022-06-02 00:00:00-04:00,70.38842217895308,70.76199682548241,69.4151765214625,70.73249816894531,823200,0.0,0.0
HIG,2022-06-03 00:00:00-04:00,70.67351391551577,70.76199488210894,70.12299234664746,70.66368103027344,1197200,0.0,0.0
HIG,2022-06-06 00:00:00-04:00,71.20439208878253,71.87288591932538,70.51623998394226,71.53863525390625,1694800,0.0,0.0
HIG,2022-06-07 00:00:00-04:00,71.2928642622884,72.29560873980714,70.92912994226096,72.18746948242188,1223400,0.0,0.0
HIG,2022-06-08 00:00:00-04:00,71.83355769077193,71.83355769077193,70.4474206744479,70.5752182006836,1606900,0.0,0.0
HIG,2022-06-09 00:00:00-04:00,70.45724597835182,70.56538523130727,68.47143037918742,68.59922790527344,1748000,0.0,0.0
HIG,2022-06-10 00:00:00-04:00,67.26224131570781,67.83242874873905,66.69205388267657,67.1246109008789,1658000,0.0,0.0
HIG,2022-06-13 00:00:00-04:00,65.98423399094544,66.20050496846942,64.58825677056419,64.9716567993164,1814000,0.0,0.0
HIG,2022-06-14 00:00:00-04:00,65.27642498645181,66.09238208010252,64.90285029281678,65.47303771972656,1349800,0.0,0.0
HIG,2022-06-15 00:00:00-04:00,66.25950137690506,66.95748630643291,65.27642274371743,65.89575958251953,1819000,0.0,0.0
HIG,2022-06-16 00:00:00-04:00,64.54894936767683,64.63742284824,62.79906677697015,63.28077697753906,2033000,0.0,0.0
HIG,2022-06-17 00:00:00-04:00,63.17263873116009,63.74281867124115,62.622113314605194,63.261112213134766,3909200,0.0,0.0
