Symbol,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
FDX,2022-04-29 00:00:00-04:00,200.71431370783264,204.1647924017651,193.53966505753525,194.26300048828125,2338600,0.0,0.0
FDX,2022-05-02 00:00:00-04:00,194.4584911938803,195.96379313011755,188.4763608933003,192.57196044921875,2225600,0.0,0.0
FDX,2022-05-03 00:00:00-04:00,192.8163360192032,196.08110746940775,191.1937420281469,194.94723510742188,1957800,0.0,0.0
FDX,2022-05-04 00:00:00-04:00,196.08107908809745,205.29864181691352,194.64419266314115,204.77081298828125,2454400,0.0,0.0
FDX,2022-05-05 00:00:00-04:00,202.33691904558793,205.8069513165788,200.31354269590568,202.57151794433594,2646500,0.0,0.0
FDX,2022-05-06 00:00:00-04:00,201.76997828978364,207.6543700257273,198.67139061707542,205.474609375,2357600,0.0,0.0
FDX,2022-05-09 00:00:00-04:00,202.6497117283568,207.79121439498593,201.04664167242922,203.57830810546875,2320600,0.0,0.0
FDX,2022-05-10 00:00:00-04:00,205.54302288672864,206.78441778284838,198.32926731635604,203.37303161621094,2278600,0.0,0.0
FDX,2022-05-11 00:00:00-04:00,203.03091516461146,207.3904362155075,201.77973605346665,202.5323944091797,2807900,0.0,0.0
FDX,2022-05-12 00:00:00-04:00,200.69476038275513,203.64671805778264,197.7525571531013,203.50987243652344,2345500,0.0,0.0
FDX,2022-05-13 00:00:00-04:00,203.988837394545,210.21533546806359,203.9204071271176,206.53025817871094,2077100,0.0,0.0
FDX,2022-05-16 00:00:00-04:00,205.72874072643322,207.16562721024357,203.6565027672201,204.99563598632812,1301600,0.0,0.0
FDX,2022-05-17 00:00:00-04:00,209.63863517887447,217.50729579971178,209.11079140726065,216.51026916503906,2927500,0.0,0.0
FDX,2022-05-18 00:00:00-04:00,212.32669278923004,213.62673370905554,198.0458112230213,198.98419189453125,3721100,0.0,0.0
FDX,2022-05-19 00:00:00-04:00,196.56003252403832,198.59317805592838,191.13505465229488,194.5659942626953,2598700,0.0,0.0
FDX,2022-05-20 00:00:00-04:00,197.41046256877695,197.41046256877695,191.02754986831584,196.37432861328125,2253900,0.0,0.0
FDX,2022-05-23 00:00:00-04:00,197.63526649637154,202.30758620155794,196.12018037685326,200.07894897460938,1696200,0.0,0.0
FDX,2022-05-24 00:00:00-04:00,198.08490688677753,201.3594475582369,192.83588140043142,200.6263427734375,1929700,0.0,0.0
FDX,2022-05-25 00:00:00-04:00,198.16309515789786,200.82182288486035,194.3411871010617,199.70750427246094,2197300,0.0,0.0
FDX,2022-05-26 00:00:00-04:00,202.59106311601528,208.7882537151728,202.15120321753236,207.50775146484375,1764200,0.0,0.0
FDX,2022-05-27 00:00:00-04:00,208.09421590968876,215.14180244793522,208.09421590968876,214.7214813232422,2146600,0.0,0.0
FDX,2022-05-31 00:00:00-04:00,212.87406986432183,220.8209301688579,210.3228647243266,219.52088928222656,3063800,0.0,0.0
FDX,2022-06-01 00:00:00-04:00,219.9314244181239,221.23146529449087,211.38830505130701,213.7440185546875,1987300,0.0,0.0
FDX,2022-06-02 00:00:00-04:00,213.66581212670363,219.35471194987,213.33347489777017,216.52981567382812,1642100,0.0,0.0
FDX,2022-06-03 00:00:00-04:00,214.93654122451582,216.28545876150238,212.8349802028829,213.77334594726562,1379600,0.0,0.0
FDX,2022-06-06 00:00:00-04:00,216.02153348189742,220.07804047492488,214.995183846597,217.82986450195312,1562900,0.0,0.0
FDX,2022-06-07 00:00:00-04:00,213.9981574552436,216.96968373773382,211.71087420711325,216.38319396972656,1115100,0.0,0.0
FDX,2022-06-08 00:00:00-04:00,212.97181387979265,215.56211126485195,210.87023806101558,212.27780151367188,1556300,0.0,0.0
FDX,2022-06-09 00:00:00-04:00,212.30712491067447,216.37341602268944,210.5476705915282,212.11163330078125,1846500,0.0,0.0
FDX,2022-06-10 00:00:00-04:00,209.31606211194983,210.27398145051188,201.97524544465855,202.11209106445312,2263300,0.0,0.0
FDX,2022-06-13 00:00:00-04:00,196.9608200707213,200.43085238996585,193.9502012793374,196.45252990722656,1983000,0.0,0.0
FDX,2022-06-14 00:00:00-04:00,215.435042613597,227.0571959535269,214.63352251173336,224.76991271972656,13008700,0.0,0.0
FDX,2022-06-15 00:00:00-04:00,225.55189433691652,233.8213224643955,224.18343810544448,227.53616333007812,5035800,0.0,0.0
FDX,2022-06-16 00:00:00-04:00,221.26078565321498,222.29690463171184,218.37724332823407,220.23443603515625,3063700,0.0,0.0
FDX,2022-06-17 00:00:00-04:00,219.05170729781742,226.21657132902672,217.8396353971554,224.72103881835938,5287600,0.0,0.0
FDX,2022-06-21 00:00:00-04:00,228.87530436452627,231.1723719546216,223.7044785904064,225.32708740234375,2342200,0.0,0.0
FDX,2022-06-22 00:00:00-04:00,222.03298571133573,226.52936747183617,222.02321635076729,223.86087036132812,2033600,0.0,0.0
FDX,2022-06-23 00:00:00-04:00,224.33005426224062,225.0631590147316,219.30584362177126,222.9909210205078,4305100,0.0,0.0
FDX,2022-06-24 00:00:00-04:00,232.85446201385534,244.38812609619515,232.186404976832,238.96514892578125,8395200,1.15,0.0
FDX,2022-06-27 00:00:00-04:00,242.60012894105094,243.57272048610344,235.97857639573996,236.24383544921875,2536800,0.0,0.0
FDX,2022-06-28 00:00:00-04:00,239.7118008803309,243.78886034987454,235.40877277244718,235.87051391601562,2587800,0.0,0.0
FDX,2022-06-29 00:00:00-04:00,236.76452303117176,237.7469484379401,222.71583671625996,229.7008819580078,3736800,0.0,0.0
FDX,2022-06-30 00:00:00-04:00,225.6041768260773,226.85186132884542,219.06121981579008,222.72567749023438,3676800,0.0,0.0
FDX,2022-07-01 00:00:00-04:00,218.67806715387283,220.6429179625491,213.88384137432578,219.68014526367188,2591700,0.0,0.0
FDX,2022-07-05 00:00:00-04:00,216.72305916822106,226.91080623610554,214.87609453457944,225.57470703125,2862700,0.0,0.0
FDX,2022-07-06 00:00:00-04:00,223.9340455514161,226.12484997135797,221.05553136672515,223.71791076660156,1674200,0.0,0.0
FDX,2022-07-07 00:00:00-04:00,226.14450160881512,227.78515020170917,221.77271164683734,227.28411865234375,1626000,0.0,0.0
FDX,2022-07-08 00:00:00-04:00,228.12901241651014,228.83634492456866,223.99299481979713,226.43923950195312,1092600,0.0,0.0
FDX,2022-07-11 00:00:00-04:00,224.6315631407186,227.1858751931936,219.9060993351997,220.2499542236328,1717700,0.0,0.0
FDX,2022-07-12 00:00:00-04:00,219.40505787584925,223.52142254078186,217.9019482713656,219.0612030029297,2058700,0.0,0.0
FDX,2022-07-13 00:00:00-04:00,216.78198981436034,217.03741501873498,211.10357226833676,212.33160400390625,1992500,0.0,0.0
FDX,2022-07-14 00:00:00-04:00,208.08751506287774,210.6909512857698,206.7121255421728,210.52392578125,1533600,0.0,0.0
FDX,2022-07-15 00:00:00-04:00,213.45156842393044,214.87608223957932,211.23127745122392,214.00172424316406,1260600,0.0,0.0
FDX,2022-07-18 00:00:00-04:00,215.25922383638525,217.85282621857337,213.28455423549227,214.14907836914062,1513700,0.0,0.0
FDX,2022-07-19 00:00:00-04:00,215.72097520310837,222.15586469270622,214.9841561391992,221.46815490722656,1378600,0.0,0.0
FDX,2022-07-20 00:00:00-04:00,221.94954050314487,224.53332405481055,220.29907305687897,223.65896606445312,1351500,0.0,0.0
FDX,2022-07-21 00:00:00-04:00,222.4702247563565,224.37613239594094,221.74323956767248,223.65896606445312,1006500,0.0,0.0
FDX,2022-07-22 00:00:00-04:00,224.77893596102206,226.26239292792073,221.42886172776804,223.3052978515625,1445800,0.0,0.0
FDX,2022-07-25 00:00:00-04:00,225.44697854876514,226.52765249438104,222.83373835498668,224.16000366210938,974800,0.0,0.0
FDX,2022-07-26 00:00:00-04:00,219.08086853026515,222.6667153148928,217.2240850871896,220.91799926757812,1559900,0.0,0.0
FDX,2022-07-27 00:00:00-04:00,221.64499781305088,224.81822769661,217.77423929105993,223.62950134277344,1221800,0.0,0.0
FDX,2022-07-28 00:00:00-04:00,224.00281047777557,226.27222574815715,223.3052968372148,225.77117919921875,1396200,0.0,0.0
FDX,2022-07-29 00:00:00-04:00,225.09330028072338,229.86788826982857,221.900417767182,228.9935302734375,2013700,0.0,0.0
